<<<<<<< HEAD
0
5.665671e-05
6.486084e-05
7.773421e-05
0.0001023368
0.000139903
0.0001890527
0.0002042567
0.0001833279
0.0001563071
0.000139445
0.0001358265
0.0001369847
0.0001418947
0.000149064
0.0001460311
0.0001520387
0.0001578824
0.0001503883
0.0001454569
0.0001431326
0.0001410394
0.0001395368
0.0001423199
0.0001404387
0.0001417984
0.0001432485
0.0001399989
0.0001373312
0.0001359454
0.0001358276
0.0001358444
0.0001356701
0.0001356184
0.0001357023
0.000134334
0.0001345445
0.000134064
0.000135243
0.0001368506
0.0001366786
0.0001378788
0.000137412
0.000137975
0.0001376333
0.0001374332
0.000137266
0.0001371042
0.0001369334
0.0001369115
0.0001372221
0.0001369135
0.0001365976
0.0001363074
0.0001361613
0.0001356458
0.0001355547
0.0001354628
0.0001354461
0.0001354301
0.0001354243
0.0001354419
0.0001343527
0.0001346584
0.0001346858
0.0001347093
0.0001348155
0.000135173
0.0001356767
0.0001355664
0.0001353775
0.0001354949
0.0001352376
0.0001350565
0.000134497
0.0001341569
0.0001340251
0.0001339898
0.0001338581
0.0001332938
0.0001332571
0.000133064
0.0001331122
0.0001329825
0.0001325591
0.0001323472
0.0001325655
0.0001334695
0.0001338425
0.0001340264
0.0001328798
0.0001320814
0.0001316293
0.0001313141
0.000131503
0.0001300296
0.0001299327
0.0001284244
0.000128067
0.000127939
0.0001277749
0.0001277355
0.0001277653
0.0001277402
0.0001261441
0.0001261864
0.0001261242
0.0001260645
0.0001260309
0.000125994
0.0001252485
0.0001248031
0.0001245833
0.0001243836
0.0001238343
0.0001235235
0.000123456
0.000122359
0.0001222555
0.0001221137
0.000122062
0.0001221447
0.0001207224
0.0001205846
0.0001211303
0.0001208694
0.0001207161
0.000120659
0.0001207681
0.0001195887
0.0001195263
0.0001189714
0.0001180191
0.0001177428
0.00011705
0.0001172499
0.0001166954
0.0001163536
0.000116273
0.0001149495
0.0001149681
0.0001137713
0.0001136967
0.0001129858
0.0001129166
0.0001123026
0.0001121223
0.0001119155
0.0001118518
0.0001099315
0.0001098448
0.0001097567
0.0001087491
0.0001087025
0.0001087691
0.0001086687
0.0001068317
0.0001061325
0.0001061674
0.0001058007
0.0001048605
0.0001052561
0.000106512
0.0001056658
0.0001051319
0.0001055195
0.0001058007
0.0001051262
0.0001049756
0.0001046439
0.0001038091
0.0001035058
0.0001038867
0.0001019904
0.0001018747
0.0001006737
9.943318e-05
9.899097e-05
9.774363e-05
9.761658e-05
9.849011e-05
9.801645e-05
9.761324e-05
9.764676e-05
9.658376e-05
9.657777e-05
9.651125e-05
9.656028e-05
9.70682e-05
9.516029e-05
9.430727e-05
9.403886e-05
9.252263e-05
9.317614e-05
9.293838e-05
9.189972e-05
9.139959e-05
9.027425e-05
8.984141e-05
8.851579e-05
8.884065e-05
8.909849e-05
8.866893e-05
8.806549e-05
8.812913e-05
8.833517e-05
8.877482e-05
8.927892e-05
8.616397e-05
8.454109e-05
8.450201e-05
8.367403e-05
8.575073e-05
8.57163e-05
8.510349e-05
8.444685e-05
8.432633e-05
8.178179e-05
8.164221e-05
8.163381e-05
8.181832e-05
8.212194e-05
7.96817e-05
7.964061e-05
7.805018e-05
7.799446e-05
7.735994e-05
7.880121e-05
7.864873e-05
7.841638e-05
7.839009e-05
7.720636e-05
7.707776e-05
7.605094e-05
7.595557e-05
7.608903e-05
7.593403e-05
7.609856e-05
7.632681e-05
7.566982e-05
7.565373e-05
7.430481e-05
7.428908e-05
7.400238e-05
7.425567e-05
7.389863e-05
7.391273e-05
7.320604e-05
7.487278e-05
7.351953e-05
7.277501e-05
7.398413e-05
7.491135e-05
7.398612e-05
7.368518e-05
7.32461e-05
7.413579e-05
7.536635e-05
7.33769e-05
7.359615e-05
7.427475e-05
7.479157e-05
7.489168e-05
7.514893e-05
7.211885e-05
7.277878e-05
7.25905e-05
7.238635e-05
7.21523e-05
7.196834e-05
7.190133e-05
7.213833e-05
7.196841e-05
7.152605e-05
7.142807e-05
7.102126e-05
7.021882e-05
6.90844e-05
6.866467e-05
6.872405e-05
6.869099e-05
6.658267e-05
6.639651e-05
6.493133e-05
6.449559e-05
6.493065e-05
6.520753e-05
6.403139e-05
6.385104e-05
6.312397e-05
6.35746e-05
6.314992e-05
6.376929e-05
6.231892e-05
6.224115e-05
6.182883e-05
