<<<<<<< HEAD
0
0
0
0.001419271
0.004377166
0.01294631
0.0324309
0.08675187
0.1580663
0.2222081
0.2710173
0.2839514
0.2667747
0.2402916
0.1888504
0.1218025
0.056436
-0.0211843
-0.09343289
-0.146702
-0.1932495
-0.2247644
-0.2503275
-0.2655994
-0.2825606
-0.2915
-0.3003601
-0.3099709
-0.3158845
-0.3190919
-0.3184947
-0.3185343
-0.318846
-0.3189359
-0.3187933
-0.3183686
-0.3186196
-0.3186224
-0.3189454
-0.3193724
-0.3211481
-0.3222533
-0.3244781
-0.3252913
-0.3265895
-0.3263384
-0.3270708
-0.3269581
-0.3275707
-0.3275596
-0.3276894
-0.3286009
-0.3291181
-0.3298503
-0.3301614
-0.329886
-0.330706
-0.3308297
-0.3309313
-0.331192
-0.3312376
-0.3313335
-0.3312255
-0.3316339
-0.331827
-0.3320903
-0.3321244
-0.3322191
-0.3324339
-0.3332263
-0.3331228
-0.333178
-0.3341452
-0.3344431
-0.3341533
-0.3340446
-0.3344004
-0.3344506
-0.3347732
-0.3347667
-0.3347582
-0.3351381
-0.3351499
-0.3351147
-0.336153
-0.3360968
-0.3362195
-0.336587
-0.3367862
-0.3369642
-0.338327
-0.3389692
-0.3385243
-0.3388723
-0.3387676
-0.3386466
-0.3386666
-0.3393182
-0.3393834
-0.3392535
-0.339292
-0.3392878
-0.3392526
-0.3392723
-0.3395067
-0.3396154
-0.3395891
-0.3397015
-0.3397757
-0.3399904
-0.3399699
-0.3399087
-0.3398774
-0.3404719
-0.3403804
-0.3414185
-0.3414897
-0.3409876
-0.3411968
-0.3413519
-0.341384
-0.3412681
-0.3413007
-0.3413228
-0.3412482
-0.3414634
-0.3417153
-0.3418015
-0.341611
-0.3415467
-0.3415391
-0.3415818
-0.3416497
-0.3424949
-0.3426242
-0.3427223
-0.3432724
-0.3436792
-0.343787
-0.3433567
-0.3433333
-0.3433816
-0.3433567
-0.3434526
-0.343433
-0.3434208
-0.3433985
-0.3436024
-0.3436321
-0.3433866
-0.343574
-0.3435543
-0.3436295
-0.3436802
-0.3436057
-0.3436832
-0.3441975
-0.3441313
-0.3441244
-0.3444964
-0.3444611
-0.3446338
-0.3447607
-0.3457197
-0.3452562
-0.3455257
-0.3456492
-0.3463855
-0.3462803
-0.3465351
-0.3460783
-0.346218
-0.3460965
-0.3464438
-0.3464078
-0.3472413
-0.3477785
-0.3476059
-0.3483669
-0.3483582
-0.3480785
-0.3482805
-0.3487617
-0.3487384
-0.3484182
-0.3484204
-0.3484513
-0.3484713
-0.3483894
-0.3488176
-0.34936
-0.3488787
-0.3496212
-0.3497208
-0.3496552
-0.3492915
-0.349845
-0.3498552
-0.3507934
-0.3508686
-0.3509868
-0.3509332
-0.3514166
-0.352041
-0.3519961
-0.351707
-0.3514988
-0.3513695
-0.3527783
-0.3538615
-0.3534905
-0.3540278
-0.353187
-0.3531995
-0.3549944
-0.3556342
-0.3558732
-0.353912
-0.3543438
-0.3543376
-0.3542739
-0.3543022
-0.3549343
-0.3546101
-0.3555851
-0.3554564
-0.3556727
-0.3554923
-0.3555402
-0.356303
-0.3563297
-0.3557756
-0.3559301
-0.3558477
-0.3559239
-0.3558069
-0.3559115
-0.3560385
-0.3555976
-0.3557525
-0.3556675
-0.3557981
-0.355803
-0.3558603
-0.3558419
-0.3567035
-0.3567115
-0.3563404
-0.3576385
-0.358232
-0.3572431
-0.3590187
-0.3595058
-0.3609941
-0.3603731
-0.3609718
-0.3600205
-0.3589385
-0.3595567
-0.3599325
-0.3612562
-0.362592
-0.363097
-0.3649914
-0.3674
-0.3667576
-0.3650571
-0.3651295
-0.3652643
-0.365221
-0.365339
-0.3654779
-0.3654955
-0.3666954
-0.3666715
-0.3674141
-0.3687372
-0.3684565
-0.3679841
-0.3679446
-0.3679895
-0.3687367
-0.3689355
-0.3702897
-0.3703213
-0.3709288
-0.3704923
-0.371184
-0.370816
-0.3712333
-0.3711101
-0.3712017
-0.3714327
-0.3721644
-0.3721358
-0.3734286
-0.3729894
-0.3728652
-0.3724335
-0.3721873
-0.3718612
-0.373211
-0.3739294
-0.3737451
-0.3753691
-0.377007
-0.3755435
-0.3760711
-0.3761518
-0.3761887
-0.3761786
-0.3760535
-0.3758218
-0.3764256
-0.3764536
-0.3765991
-0.3778341
-0.376615
-0.3737784
-0.3738019
-0.3748817
